,R_hat
"prob_correct[15,23]",1.00003
"prob_correct[22,10]",1.00003
"eta[77,25]",1.00003
"prob_correct[195,19]",1.00003
"prob_correct[21,3]",1.00003
"eta[77,3]",1.00003
"y_rep[48,25]",1.00003
"prob_correct[20,9]",1.00003
"y_rep[194,12]",1.00003
"prob_correct[20,5]",1.00003
"eta[76,18]",1.00003
"prob_correct[15,28]",1.00003
"prob_correct[19,26]",1.00003
"prob_correct[19,20]",1.00003
"prob_correct[87,17]",1.00003
"y_rep[186,8]",1.00003
"y_rep[86,8]",1.00003
"prob_correct[91,11]",1.00003
"y_rep[128,8]",1.00003
"eta[154,18]",1.00003
"prob_correct[16,22]",1.00003
"eta[148,20]",1.00003
"prob_correct[82,25]",1.00003
"y_rep[174,6]",1.00003
"eta[82,25]",1.00003
"prob_correct[30,21]",1.00003
"eta[141,18]",1.00003
"eta[3,1]",1.00003
"eta[91,11]",1.00003
"prob_correct[95,3]",1.00003
"y_rep[108,7]",1.00003
"y_rep[110,26]",1.00003
"y_rep[59,1]",1.00003
"prob_correct[76,18]",1.00003
"eta[87,17]",1.00003
"prob_correct[28,25]",1.00003
"eta[15,28]",1.00003
"y_rep[57,4]",1.00003
"prob_correct[77,3]",1.00003
"prob_correct[141,18]",1.00003
"prob_correct[77,25]",1.00003
"eta[13,3]",1.00003
"y_rep[56,23]",1.00003
"y_rep[129,6]",1.00003
"eta[15,23]",1.00003
"prob_correct[146,28]",1.00003
"eta[146,6]",1.00003
"eta[146,28]",1.00003
"eta[84,5]",1.00003
"y_rep[46,3]",1.00003
"eta[4,21]",1.00002
"prob_correct[155,1]",1.00002
"prob_correct[152,1]",1.00002
"prob_correct[158,21]",1.00002
"eta[2,28]",1.00002
"eta[4,1]",1.00002
"y_rep[195,26]",1.00002
"prob_correct[157,28]",1.00002
theta[101],1.00002
"eta[2,13]",1.00002
"y_rep[197,28]",1.00002
"prob_correct[158,14]",1.00002
"y_rep[106,8]",1.00002
"prob_correct[145,10]",1.00002
"eta[128,9]",1.00002
"eta[112,23]",1.00002
"eta[113,20]",1.00002
"y_rep[86,21]",1.00002
"prob_correct[187,3]",1.00002
"y_rep[82,18]",1.00002
"eta[120,4]",1.00002
"eta[121,2]",1.00002
"y_rep[80,19]",1.00002
"prob_correct[45,16]",1.00002
"prob_correct[43,27]",1.00002
"prob_correct[188,19]",1.00002
"prob_correct[188,27]",1.00002
"prob_correct[39,20]",1.00002
"prob_correct[24,21]",1.00002
"eta[131,27]",1.00002
"prob_correct[38,1]",1.00002
"eta[132,22]",1.00002
"prob_correct[191,9]",1.00002
"prob_correct[33,28]",1.00002
"prob_correct[192,6]",1.00002
"y_rep[62,26]",1.00002
"eta[139,28]",1.00002
"prob_correct[31,9]",1.00002
"prob_correct[30,9]",1.00002
"eta[142,10]",1.00002
"prob_correct[28,9]",1.00002
"prob_correct[54,27]",1.00002
"y_rep[90,19]",1.00002
"eta[111,12]",1.00002
"prob_correct[55,18]",1.00002
"y_rep[108,3]",1.00002
"eta[91,6]",1.00002
"eta[91,19]",1.00002
"prob_correct[180,6]",1.00002
"y_rep[104,28]",1.00002
"prob_correct[69,25]",1.00002
"eta[94,28]",1.00002
"y_rep[104,11]",1.00002
"eta[95,17]",1.00002
"eta[96,6]",1.00002
"y_rep[103,11]",1.00002
"prob_correct[181,4]",1.00002
"y_rep[188,7]",1.00002
"y_rep[102,1]",1.00002
"eta[99,13]",1.00002
"prob_correct[65,6]",1.00002
"prob_correct[182,3]",1.00002
"eta[102,9]",1.00002
"y_rep[97,19]",1.00002
"prob_correct[183,19]",1.00002
"y_rep[95,19]",1.00002
"eta[107,10]",1.00002
"y_rep[93,11]",1.00002
"y_rep[92,11]",1.00002
"prob_correct[56,20]",1.00002
"eta[145,10]",1.00002
"prob_correct[22,9]",1.00002
"y_rep[111,20]",1.00002
"eta[181,4]",1.00002
"y_rep[30,27]",1.00002
"y_rep[30,18]",1.00002
"y_rep[3,9]",1.00002
"y_rep[29,20]",1.00002
"y_rep[29,1]",1.00002
"eta[197,17]",1.00002
"eta[196,21]",1.00002
"eta[196,19]",1.00002
"y_rep[27,13]",1.00002
"eta[178,18]",1.00002
"eta[178,20]",1.00002
"eta[180,6]",1.00002
"eta[192,6]",1.00002
"y_rep[51,11]",1.00002
"eta[182,3]",1.00002
"eta[191,9]",1.00002
"y_rep[11,19]",1.00002
"y_rep[21,10]",1.00002
"eta[183,19]",1.00002
"y_rep[19,14]",1.00002
"eta[188,27]",1.00002
"y_rep[15,17]",1.00002
"eta[188,19]",1.00002
"y_rep[18,28]",1.00002
"y_rep[18,8]",1.00002
"eta[187,3]",1.00002
"eta[172,19]",1.00002
"prob_correct[2,13]",1.00002
"prob_correct[2,28]",1.00002
"prob_correct[4,1]",1.00002
"prob_correct[21,23]",1.00002
"y_rep[49,14]",1.00002
"eta[152,1]",1.00002
"y_rep[47,5]",1.00002
"prob_correct[196,19]",1.00002
"prob_correct[196,21]",1.00002
"prob_correct[17,16]",1.00002
"eta[155,1]",1.00002
"y_rep[45,8]",1.00002
"prob_correct[16,1]",1.00002
"prob_correct[14,18]",1.00002
"eta[157,28]",1.00002
"eta[158,14]",1.00002
"y_rep[44,5]",1.00002
"prob_correct[197,17]",1.00002
"eta[158,21]",1.00002
"prob_correct[12,24]",1.00002
"prob_correct[12,2]",1.00002
"eta[160,20]",1.00002
"y_rep[40,20]",1.00002
"eta[163,28]",1.00002
"y_rep[39,4]",1.00002
"eta[164,12]",1.00002
"prob_correct[4,21]",1.00002
"eta[169,12]",1.00002
"y_rep[108,18]",1.00002
"eta[98,3]",1.00002
"eta[174,4]",1.00002
"y_rep[180,13]",1.00002
"prob_correct[169,12]",1.00002
"prob_correct[131,27]",1.00002
"prob_correct[107,10]",1.00002
"y_rep[144,2]",1.00002
"eta[54,27]",1.00002
"eta[55,18]",1.00002
"prob_correct[132,22]",1.00002
"eta[22,9]",1.00002
"eta[56,20]",1.00002
"y_rep[140,7]",1.00002
"eta[21,23]",1.00002
"prob_correct[102,9]",1.00002
"y_rep[137,20]",1.00002
"y_rep[179,11]",1.00002
"prob_correct[163,28]",1.00002
"prob_correct[98,3]",1.00002
"y_rep[133,21]",1.00002
"prob_correct[172,19]",1.00002
"prob_correct[96,6]",1.00002
"eta[24,21]",1.00002
"y_rep[175,11]",1.00002
"prob_correct[111,12]",1.00002
"eta[39,20]",1.00002
"prob_correct[164,12]",1.00002
"eta[31,9]",1.00002
"eta[33,28]",1.00002
"prob_correct[121,2]",1.00002
"eta[28,9]",1.00002
"prob_correct[128,9]",1.00002
"prob_correct[120,4]",1.00002
"eta[38,1]",1.00002
"y_rep[173,20]",1.00002
"eta[87,25]",1.00002
"y_rep[174,16]",1.00002
"y_rep[153,20]",1.00002
"eta[43,27]",1.00002
"eta[45,16]",1.00002
"prob_correct[113,20]",1.00002
"y_rep[150,16]",1.00002
"prob_correct[112,23]",1.00002
"y_rep[175,2]",1.00002
"eta[65,6]",1.00002
"prob_correct[99,13]",1.00002
"eta[30,9]",1.00002
"y_rep[123,26]",1.00002
"prob_correct[178,20]",1.00002
"y_rep[185,1]",1.00002
"prob_correct[139,28]",1.00002
"prob_correct[142,10]",1.00002
"eta[14,18]",1.00002
"prob_correct[160,20]",1.00002
"prob_correct[95,17]",1.00002
"eta[77,19]",1.00002
"y_rep[125,2]",1.00002
"eta[78,3]",1.00002
"prob_correct[178,18]",1.00002
"eta[84,17]",1.00002
"y_rep[115,12]",1.00002
"y_rep[122,22]",1.00002
"prob_correct[84,17]",1.00002
"y_rep[115,28]",1.00002
"prob_correct[78,3]",1.00002
"prob_correct[86,25]",1.00002
"prob_correct[91,19]",1.00002
"prob_correct[77,19]",1.00002
"prob_correct[94,28]",1.00002
"y_rep[182,8]",1.00002
"prob_correct[174,4]",1.00002
"eta[86,25]",1.00002
"eta[69,25]",1.00002
"eta[17,16]",1.00002
"prob_correct[87,25]",1.00002
"eta[12,24]",1.00002
"prob_correct[91,6]",1.00002
"y_rep[183,1]",1.00002
"eta[16,1]",1.00002
"eta[12,2]",1.00002
"y_rep[171,13]",1.00001
"prob_correct[199,3]",1.00001
"y_rep[172,27]",1.00001
"y_rep[17,24]",1.00001
"y_rep[16,27]",1.00001
"y_rep[18,10]",1.00001
"y_rep[35,26]",1.00001
"prob_correct[161,24]",1.00001
"y_rep[19,4]",1.00001
"y_rep[13,27]",1.00001
"prob_correct[161,17]",1.00001
"y_rep[25,18]",1.00001
"y_rep[179,17]",1.00001
"y_rep[192,8]",1.00001
"y_rep[178,22]",1.00001
"y_rep[28,28]",1.00001
"y_rep[4,3]",1.00001
"y_rep[186,26]",1.00001
"prob_correct[162,22]",1.00001
"y_rep[19,9]",1.00001
"y_rep[14,28]",1.00001
"y_rep[193,3]",1.00001
"y_rep[2,8]",1.00001
"y_rep[193,9]",1.00001
"y_rep[30,25]",1.00001
"y_rep[111,22]",1.00001
"y_rep[166,14]",1.00001
"prob_correct[183,3]",1.00001
"y_rep[87,5]",1.00001
"y_rep[87,11]",1.00001
"y_rep[132,2]",1.00001
"y_rep[131,25]",1.00001
"y_rep[128,6]",1.00001
"prob_correct[184,6]",1.00001
"y_rep[196,28]",1.00001
"y_rep[94,21]",1.00001
"y_rep[124,20]",1.00001
"y_rep[98,12]",1.00001
"y_rep[124,10]",1.00001
"y_rep[161,15]",1.00001
"y_rep[100,1]",1.00001
"prob_correct[182,6]",1.00001
"y_rep[102,28]",1.00001
"y_rep[120,8]",1.00001
"y_rep[118,6]",1.00001
"y_rep[115,15]",1.00001
"y_rep[104,27]",1.00001
"y_rep[106,21]",1.00001
"y_rep[107,4]",1.00001
"y_rep[107,21]",1.00001
"prob_correct[172,9]",1.00001
"y_rep[136,22]",1.00001
"prob_correct[171,18]",1.00001
"prob_correct[189,2]",1.00001
"y_rep[160,26]",1.00001
"y_rep[160,8]",1.00001
"prob_correct[197,4]",1.00001
"y_rep[156,10]",1.00001
"y_rep[154,25]",1.00001
"y_rep[47,15]",1.00001
"y_rep[150,4]",1.00001
"y_rep[150,1]",1.00001
"y_rep[54,21]",1.00001
"y_rep[55,7]",1.00001
"y_rep[148,16]",1.00001
"y_rep[57,11]",1.00001
"y_rep[146,24]",1.00001
"y_rep[61,26]",1.00001
"y_rep[142,12]",1.00001
"prob_correct[192,1]",1.00001
"prob_correct[170,18]",1.00001
"prob_correct[157,8]",1.00001
"y_rep[194,6]",1.00001
"prob_correct[170,25]",1.00001
"y_rep[72,10]",1.00001
"prob_correct[194,7]",1.00001
"prob_correct[94,19]",1.00001
"prob_correct[64,6]",1.00001
"prob_correct[40,19]",1.00001
"eta[94,12]",1.00001
"eta[92,25]",1.00001
"eta[13,9]",1.00001
"eta[92,21]",1.00001
"prob_correct[49,3]",1.00001
"prob_correct[130,25]",1.00001
"prob_correct[130,3]",1.00001
"prob_correct[129,6]",1.00001
"eta[25,20]",1.00001
"eta[45,25]",1.00001
"eta[184,6]",1.00001
"eta[90,9]",1.00001
"eta[90,1]",1.00001
"eta[172,9]",1.00001
"eta[147,18]",1.00001
"prob_correct[49,6]",1.00001
"prob_correct[86,9]",1.00001
"eta[46,19]",1.00001
"prob_correct[126,25]",1.00001
"prob_correct[39,1]",1.00001
"eta[88,27]",1.00001
"eta[94,19]",1.00001
"prob_correct[27,24]",1.00001
"eta[88,19]",1.00001
"prob_correct[96,24]",1.00001
"prob_correct[141,21]",1.00001
"prob_correct[80,9]",1.00001
"prob_correct[23,15]",1.00001
"prob_correct[22,13]",1.00001
"eta[102,17]",1.00001
"eta[39,1]",1.00001
"eta[40,19]",1.00001
"eta[101,19]",1.00001
"eta[189,2]",1.00001
"prob_correct[41,24]",1.00001
"prob_correct[67,11]",1.00001
"eta[65,21]",1.00001
"eta[141,21]",1.00001
"eta[23,15]",1.00001
"eta[41,24]",1.00001
"eta[16,3]",1.00001
"eta[96,24]",1.00001
"prob_correct[133,27]",1.00001
"eta[170,25]",1.00001
"prob_correct[83,26]",1.00001
"eta[170,18]",1.00001
"eta[88,22]",1.00001
"prob_correct[126,4]",1.00001
"eta[37,9]",1.00001
"eta[57,4]",1.00001
"eta[22,13]",1.00001
"eta[157,8]",1.00001
"eta[80,9]",1.00001
"prob_correct[117,1]",1.00001
"prob_correct[37,9]",1.00001
"prob_correct[92,25]",1.00001
"prob_correct[13,9]",1.00001
"prob_correct[115,27]",1.00001
"prob_correct[65,21]",1.00001
"eta[8,2]",1.00001
"eta[77,28]",1.00001
"prob_correct[94,12]",1.00001
"prob_correct[113,23]",1.00001
"eta[161,17]",1.00001
"prob_correct[12,9]",1.00001
"prob_correct[111,21]",1.00001
"eta[161,24]",1.00001
"eta[12,9]",1.00001
"eta[162,22]",1.00001
"eta[74,17]",1.00001
"prob_correct[36,27]",1.00001
"prob_correct[92,21]",1.00001
"prob_correct[118,13]",1.00001
"prob_correct[29,14]",1.00001
"eta[50,3]",1.00001
"eta[149,10]",1.00001
"eta[86,9]",1.00001
"eta[150,17]",1.00001
"prob_correct[88,19]",1.00001
"prob_correct[88,22]",1.00001
"eta[183,3]",1.00001
"prob_correct[88,27]",1.00001
"eta[151,4]",1.00001
"prob_correct[122,6]",1.00001
"eta[49,3]",1.00001
"eta[67,11]",1.00001
"eta[83,26]",1.00001
"eta[49,6]",1.00001
"prob_correct[90,1]",1.00001
"eta[152,9]",1.00001
"eta[182,6]",1.00001
"prob_correct[50,3]",1.00001
"prob_correct[90,9]",1.00001
"prob_correct[16,3]",1.00001
"prob_correct[45,25]",1.00001
"eta[154,1]",1.00001
"eta[133,27]",1.00001
"eta[72,3]",1.00001
"eta[36,27]",1.00001
"prob_correct[77,28]",1.00001
"prob_correct[25,20]",1.00001
"eta[118,13]",1.00001
"eta[171,18]",1.00001
"prob_correct[152,9]",1.00001
"prob_correct[72,3]",1.00001
"eta[126,4]",1.00001
"prob_correct[8,2]",1.00001
"eta[130,25]",1.00001
"prob_correct[151,4]",1.00001
"eta[117,1]",1.00001
"eta[27,24]",1.00001
"prob_correct[150,17]",1.00001
"eta[130,3]",1.00001
"eta[111,21]",1.00001
"eta[194,7]",1.00001
"eta[126,25]",1.00001
"prob_correct[147,18]",1.00001
"eta[29,14]",1.00001
"eta[129,6]",1.00001
"eta[115,27]",1.00001
"eta[199,3]",1.00001
"prob_correct[149,10]",1.00001
"eta[64,6]",1.00001
"prob_correct[102,17]",1.00001
"prob_correct[74,17]",1.00001
"prob_correct[101,19]",1.00001
"eta[113,23]",1.00001
"prob_correct[57,4]",1.00001
"prob_correct[46,19]",1.00001
"prob_correct[154,1]",1.00001
"eta[197,4]",1.00001
"eta[122,6]",1.00001
"eta[192,1]",1.00001
"prob_correct[32,24]",1.0
"eta[116,22]",1.0
"eta[12,27]",1.0
"eta[150,18]",1.0
"prob_correct[150,18]",1.0
"eta[4,4]",1.0
"prob_correct[175,23]",1.0
"y_rep[123,10]",1.0
"prob_correct[12,27]",1.0
"eta[170,13]",1.0
"eta[32,24]",1.0
"prob_correct[167,24]",1.0
"eta[48,6]",1.0
"y_rep[181,15]",1.0
"eta[107,21]",1.0
"eta[68,9]",1.0
"y_rep[177,19]",1.0
"prob_correct[32,10]",1.0
"eta[175,23]",1.0
"y_rep[124,7]",1.0
"y_rep[85,14]",1.0
"prob_correct[155,17]",1.0
"y_rep[28,5]",1.0
"y_rep[150,2]",1.0
"y_rep[78,17]",1.0
"y_rep[40,11]",1.0
"eta[197,1]",1.0
"y_rep[126,8]",1.0
"prob_correct[183,1]",1.0
"prob_correct[36,3]",1.0
"y_rep[73,8]",1.0
"eta[23,28]",1.0
"eta[194,28]",1.0
"prob_correct[197,1]",1.0
"y_rep[121,12]",1.0
"eta[183,1]",1.0
"eta[9,6]",1.0
"y_rep[190,22]",1.0
"y_rep[46,14]",1.0
"prob_correct[102,5]",1.0
"eta[4,18]",1.0
"prob_correct[4,18]",1.0
"eta[155,17]",1.0
"eta[79,15]",1.0
"eta[24,1]",1.0
"y_rep[146,3]",1.0
"eta[167,24]",1.0
"prob_correct[153,19]",1.0
"eta[80,22]",1.0
"eta[120,1]",1.0
"prob_correct[116,22]",1.0
"prob_correct[120,1]",1.0
"y_rep[146,25]",1.0
"prob_correct[4,4]",1.0
"eta[54,22]",1.0
"prob_correct[98,25]",1.0
"y_rep[49,4]",1.0
"prob_correct[38,4]",1.0
"y_rep[188,24]",1.0
"prob_correct[54,22]",1.0
"y_rep[186,4]",1.0
"eta[78,11]",1.0
"eta[147,17]",1.0
"y_rep[80,27]",1.0
"prob_correct[188,16]",1.0
"eta[32,10]",1.0
"prob_correct[107,21]",1.0
"eta[153,19]",1.0
"eta[172,3]",1.0
theta[50],1.0
"prob_correct[48,6]",1.0
"y_rep[54,23]",1.0
"y_rep[96,24]",1.0
"eta[98,25]",1.0
"eta[102,5]",1.0
"y_rep[15,11]",1.0
"prob_correct[170,13]",1.0
"eta[188,16]",1.0
"y_rep[173,22]",1.0
"y_rep[60,10]",1.0
"y_rep[104,3]",1.0
"prob_correct[23,28]",1.0
"prob_correct[133,1]",1.0
"prob_correct[24,1]",1.0
"eta[141,9]",1.0
"prob_correct[78,11]",1.0
"y_rep[67,23]",1.0
"y_rep[182,7]",1.0
"prob_correct[141,9]",1.0
"eta[38,4]",1.0
"y_rep[137,11]",1.0
"eta[27,3]",1.0
"y_rep[197,6]",1.0
"y_rep[61,7]",1.0
"y_rep[61,17]",1.0
"prob_correct[80,22]",1.0
"prob_correct[9,6]",1.0
"y_rep[136,18]",1.0
"eta[139,27]",1.0
"eta[36,3]",1.0
"prob_correct[27,3]",1.0
"y_rep[61,25]",1.0
"prob_correct[79,15]",1.0
"eta[133,1]",1.0
"prob_correct[172,3]",1.0
"prob_correct[194,28]",1.0
"prob_correct[68,9]",1.0
"y_rep[66,12]",1.0
"prob_correct[147,17]",1.0
"y_rep[89,14]",1.0
"prob_correct[139,27]",1.0
"y_rep[173,26]",1.0
"y_rep[14,23]",1.0
"prob_correct[15,21]",0.999999
"y_rep[179,4]",0.999999
"eta[53,2]",0.999999
"prob_correct[137,21]",0.999999
"eta[137,21]",0.999999
"y_rep[101,22]",0.999999
"eta[180,15]",0.999999
"prob_correct[180,15]",0.999999
"y_rep[37,21]",0.999999
"prob_correct[9,15]",0.999999
"eta[45,3]",0.999999
"y_rep[65,15]",0.999999
"eta[87,21]",0.999999
"prob_correct[53,2]",0.999999
"prob_correct[87,21]",0.999999
"prob_correct[45,3]",0.999999
"eta[15,21]",0.999999
"y_rep[189,5]",0.999999
"prob_correct[133,3]",0.999999
"y_rep[28,24]",0.999999
"y_rep[18,17]",0.999999
"eta[133,3]",0.999999
"eta[9,15]",0.999999
"eta[106,17]",0.999998
"eta[172,1]",0.999998
"y_rep[158,6]",0.999998
"y_rep[194,2]",0.999998
"prob_correct[55,1]",0.999998
"prob_correct[155,21]",0.999998
"y_rep[12,5]",0.999998
"eta[191,22]",0.999998
"eta[55,1]",0.999998
"y_rep[168,28]",0.999998
"prob_correct[4,25]",0.999998
"prob_correct[191,22]",0.999998
"eta[4,25]",0.999998
"y_rep[120,6]",0.999998
"eta[155,21]",0.999998
"prob_correct[106,17]",0.999998
"eta[35,1]",0.999998
"prob_correct[35,1]",0.999998
"prob_correct[172,1]",0.999998
"y_rep[132,28]",0.999997
"eta[180,4]",0.999997
"prob_correct[141,26]",0.999997
"prob_correct[180,4]",0.999997
"eta[63,15]",0.999997
"eta[174,13]",0.999997
"prob_correct[63,15]",0.999997
"y_rep[152,23]",0.999997
"eta[11,25]",0.999997
"prob_correct[40,17]",0.999997
"prob_correct[46,17]",0.999997
"eta[40,17]",0.999997
"eta[31,17]",0.999997
"prob_correct[174,13]",0.999997
"prob_correct[11,25]",0.999997
"prob_correct[31,17]",0.999997
"eta[46,17]",0.999997
"eta[141,26]",0.999997
"y_rep[149,22]",0.999997
"prob_correct[42,21]",0.999996
"eta[150,6]",0.999996
"prob_correct[180,21]",0.999996
"y_rep[97,4]",0.999996
"eta[175,24]",0.999996
"prob_correct[189,17]",0.999996
"prob_correct[57,22]",0.999996
"prob_correct[150,6]",0.999996
"eta[57,22]",0.999996
"prob_correct[175,24]",0.999996
"eta[26,3]",0.999996
"y_rep[176,17]",0.999996
"prob_correct[79,14]",0.999996
"eta[15,3]",0.999996
"prob_correct[35,19]",0.999996
"eta[42,21]",0.999996
"eta[35,19]",0.999996
"prob_correct[15,3]",0.999996
"eta[180,21]",0.999996
"prob_correct[98,10]",0.999996
"eta[189,17]",0.999996
"eta[79,14]",0.999996
"y_rep[199,8]",0.999996
"eta[98,10]",0.999996
"prob_correct[26,3]",0.999996
"y_rep[37,9]",0.999996
"y_rep[172,12]",0.999996
"prob_correct[140,15]",0.999995
"eta[160,26]",0.999995
"eta[195,18]",0.999995
"prob_correct[195,18]",0.999995
"prob_correct[7,22]",0.999995
"eta[20,1]",0.999995
"eta[140,15]",0.999995
"prob_correct[20,1]",0.999995
"y_rep[69,6]",0.999995
"eta[7,22]",0.999995
"prob_correct[111,5]",0.999995
"y_rep[82,28]",0.999995
"eta[111,5]",0.999995
"y_rep[159,9]",0.999995
"prob_correct[160,26]",0.999995
"y_rep[1,27]",0.999995
"y_rep[134,4]",0.999994
"eta[167,6]",0.999994
"eta[57,13]",0.999994
"eta[96,1]",0.999994
"eta[181,25]",0.999994
"eta[183,4]",0.999994
"y_rep[112,24]",0.999994
"y_rep[56,12]",0.999994
"eta[24,10]",0.999994
"eta[26,19]",0.999994
"prob_correct[196,12]",0.999994
"y_rep[197,7]",0.999994
"prob_correct[19,9]",0.999994
"prob_correct[26,19]",0.999994
"y_rep[70,17]",0.999994
"prob_correct[24,10]",0.999994
"eta[113,10]",0.999994
"prob_correct[57,13]",0.999994
"y_rep[8,28]",0.999994
"prob_correct[158,18]",0.999994
"prob_correct[151,18]",0.999994
"eta[196,12]",0.999994
"eta[151,18]",0.999994
"eta[19,9]",0.999994
"prob_correct[181,25]",0.999994
"prob_correct[183,4]",0.999994
"prob_correct[167,6]",0.999994
"eta[158,18]",0.999994
"prob_correct[96,1]",0.999994
"prob_correct[113,10]",0.999994
"y_rep[126,14]",0.999994
"y_rep[40,3]",0.999993
"prob_correct[56,1]",0.999993
"y_rep[30,13]",0.999993
"y_rep[27,16]",0.999993
"y_rep[146,4]",0.999993
"prob_correct[54,8]",0.999993
"eta[70,15]",0.999993
"prob_correct[70,15]",0.999993
"eta[122,3]",0.999993
"eta[122,19]",0.999993
"y_rep[33,12]",0.999993
"eta[56,1]",0.999993
"prob_correct[77,22]",0.999993
"prob_correct[122,3]",0.999993
"eta[5,1]",0.999993
"prob_correct[122,19]",0.999993
"y_rep[59,23]",0.999993
"eta[77,22]",0.999993
"eta[54,8]",0.999993
"prob_correct[5,1]",0.999993
"eta[33,7]",0.999992
"prob_correct[33,23]",0.999992
"prob_correct[54,24]",0.999992
"eta[29,15]",0.999992
"eta[43,12]",0.999992
"eta[33,23]",0.999992
"prob_correct[29,15]",0.999992
"y_rep[28,11]",0.999992
"eta[54,24]",0.999992
"prob_correct[67,28]",0.999992
"prob_correct[33,7]",0.999992
"y_rep[172,26]",0.999992
"y_rep[142,2]",0.999992
"y_rep[169,10]",0.999992
"y_rep[55,8]",0.999992
"y_rep[96,14]",0.999992
"eta[155,15]",0.999992
"y_rep[45,21]",0.999992
"prob_correct[122,17]",0.999992
"eta[67,28]",0.999992
"eta[133,15]",0.999992
"prob_correct[155,15]",0.999992
"prob_correct[133,15]",0.999992
"y_rep[86,4]",0.999992
"prob_correct[43,12]",0.999992
"eta[122,17]",0.999992
"eta[159,6]",0.999991
"y_rep[67,28]",0.999991
"eta[50,22]",0.999991
"y_rep[42,19]",0.999991
"y_rep[32,7]",0.999991
"eta[77,17]",0.999991
"y_rep[8,20]",0.999991
"eta[78,6]",0.999991
"y_rep[62,24]",0.999991
"prob_correct[78,6]",0.999991
"eta[6,28]",0.999991
"y_rep[197,5]",0.999991
"y_rep[17,4]",0.999991
"prob_correct[159,6]",0.999991
"prob_correct[6,28]",0.999991
"y_rep[45,20]",0.999991
"prob_correct[77,17]",0.999991
"prob_correct[50,22]",0.999991
"y_rep[57,12]",0.999991
"eta[34,18]",0.99999
"prob_correct[15,4]",0.99999
"y_rep[24,6]",0.99999
"y_rep[6,20]",0.99999
"eta[155,3]",0.99999
"eta[15,4]",0.99999
"prob_correct[23,19]",0.99999
"y_rep[85,9]",0.99999
"y_rep[151,21]",0.99999
"prob_correct[7,4]",0.99999
"eta[7,4]",0.99999
"y_rep[33,13]",0.99999
"eta[23,19]",0.99999
"y_rep[136,28]",0.99999
"y_rep[133,8]",0.99999
"prob_correct[34,18]",0.99999
"prob_correct[155,3]",0.99999
"eta[131,14]",0.99999
"prob_correct[131,14]",0.99999
"y_rep[31,5]",0.99999
"eta[50,2]",0.999989
"y_rep[196,1]",0.999989
"prob_correct[153,28]",0.999989
"eta[79,18]",0.999989
"y_rep[107,27]",0.999989
"prob_correct[139,18]",0.999989
"y_rep[167,24]",0.999989
"eta[97,17]",0.999989
"eta[139,18]",0.999989
"y_rep[61,5]",0.999989
"eta[153,28]",0.999989
"prob_correct[50,2]",0.999989
"prob_correct[64,10]",0.999989
"eta[64,10]",0.999989
"prob_correct[79,18]",0.999989
"y_rep[183,27]",0.999989
"prob_correct[97,17]",0.999989
"y_rep[125,16]",0.999989
"eta[23,21]",0.999989
"y_rep[160,23]",0.999989
"prob_correct[23,21]",0.999989
"y_rep[137,9]",0.999989
"y_rep[159,14]",0.999989
"y_rep[160,1]",0.999989
"prob_correct[165,1]",0.999988
"prob_correct[81,1]",0.999988
"prob_correct[119,28]",0.999988
"y_rep[100,5]",0.999988
"eta[11,1]",0.999988
"eta[49,20]",0.999988
"eta[165,1]",0.999988
theta[10],0.999988
"eta[56,19]",0.999988
"prob_correct[56,19]",0.999988
"prob_correct[11,1]",0.999988
"eta[81,1]",0.999988
"prob_correct[51,24]",0.999988
"y_rep[162,7]",0.999988
"eta[119,28]",0.999988
"prob_correct[49,20]",0.999988
"eta[51,24]",0.999988
"y_rep[15,14]",0.999988
"prob_correct[106,1]",0.999987
"y_rep[55,25]",0.999987
"y_rep[133,10]",0.999987
"prob_correct[73,15]",0.999987
"y_rep[59,5]",0.999987
"eta[25,19]",0.999987
"y_rep[34,18]",0.999987
"prob_correct[18,19]",0.999987
"y_rep[181,21]",0.999987
"y_rep[109,20]",0.999987
"y_rep[108,16]",0.999987
"y_rep[75,11]",0.999987
"eta[137,3]",0.999987
"y_rep[39,18]",0.999987
"y_rep[46,15]",0.999987
"y_rep[163,28]",0.999987
"eta[106,1]",0.999987
"eta[18,19]",0.999987
"eta[73,15]",0.999987
"prob_correct[25,19]",0.999987
"y_rep[14,8]",0.999987
"prob_correct[137,3]",0.999987
"y_rep[72,21]",0.999987
"eta[30,4]",0.999986
"y_rep[41,28]",0.999986
"eta[159,19]",0.999986
"y_rep[124,3]",0.999986
"y_rep[53,26]",0.999986
"prob_correct[150,4]",0.999986
"prob_correct[154,3]",0.999986
"prob_correct[30,4]",0.999986
"y_rep[168,7]",0.999986
"y_rep[27,7]",0.999986
"y_rep[23,2]",0.999986
"prob_correct[191,25]",0.999986
"y_rep[114,19]",0.999986
"eta[154,3]",0.999986
"eta[150,4]",0.999986
"y_rep[129,16]",0.999986
"y_rep[20,22]",0.999986
"y_rep[28,20]",0.999986
"prob_correct[159,19]",0.999986
"y_rep[113,4]",0.999986
"eta[191,25]",0.999986
"prob_correct[85,22]",0.999985
"y_rep[94,8]",0.999985
"prob_correct[76,22]",0.999985
"eta[88,3]",0.999985
"prob_correct[88,3]",0.999985
"prob_correct[86,20]",0.999985
"y_rep[31,12]",0.999985
"y_rep[30,7]",0.999985
"y_rep[190,26]",0.999985
"eta[85,22]",0.999985
